date,new_cases,7dayAvg
2020-02-28,1399.0,1043.2857142857142
2020-02-29,1894.0,1062.142857142857
2020-03-01,2380.0,1347.5714285714287
2020-03-02,1979.0,1549.142857142857
2020-03-03,2610.0,1799.857142857143
2020-03-04,2339.0,1994.2857142857142
2020-03-05,2828.0,2204.1428571428573
2020-03-06,3933.0,2566.1428571428573
2020-03-07,4125.0,2884.8571428571427
2020-03-08,3928.0,3106.0
2020-03-09,4198.0,3423.0
2020-03-10,4906.0,3751.0
2020-03-11,7728.0,4520.857142857143
2020-03-12,6123.0,4991.571428571428
2020-03-13,14194.0,6457.428571428572
2020-03-14,11121.0,7456.857142857143
2020-03-15,11426.0,8528.0
2020-03-16,14821.0,10045.57142857143
2020-03-17,16138.0,11650.142857142857
2020-03-18,19684.0,13358.142857142857
2020-03-19,27308.0,16384.571428571428
2020-03-20,31116.0,18802.0
2020-03-21,32081.0,21796.285714285714
2020-03-22,35185.0,25190.428571428572
2020-03-23,43025.0,29219.571428571428
2020-03-24,41265.0,32809.142857142855
2020-03-25,51334.0,37330.57142857143
2020-03-26,63075.0,42440.142857142855
2020-03-27,65090.0,47293.57142857143
2020-03-28,69676.0,52664.28571428572
2020-03-29,56666.0,55733.0
2020-03-30,65288.0,58913.42857142857
2020-03-31,77195.0,64046.28571428572
2020-04-01,82028.0,68431.14285714286
2020-04-02,83031.0,71282.0
2020-04-03,84153.0,74005.28571428571
2020-04-04,75933.0,74899.14285714286
2020-04-05,70079.0,76815.28571428571
2020-04-06,74018.0,78062.42857142857
2020-04-07,72898.0,77448.57142857143
2020-04-08,83493.0,77657.85714285714
2020-04-09,86645.0,78174.14285714286
2020-04-10,85177.0,78320.42857142857
2020-04-11,74003.0,78044.71428571429
2020-04-12,118896.0,85018.57142857143
2020-04-13,71283.0,84627.85714285714
2020-04-14,83729.0,86175.14285714286
2020-04-15,78667.0,85485.71428571429
2020-04-16,94417.0,86596.0
2020-04-17,87995.0,86998.57142857143
2020-04-18,76561.0,87364.0
2020-04-19,76016.0,81238.28571428571
2020-04-20,75989.0,81910.57142857143
2020-04-21,75664.0,80758.42857142857
2020-04-22,82018.0,81237.14285714286
2020-04-23,84422.0,79809.28571428571
2020-04-24,93555.0,80603.57142857143
2020-04-25,82929.0,81513.28571428571
2020-04-26,70356.0,80704.71428571429
2020-04-27,70893.0,79976.71428571429
2020-04-28,75834.0,80001.0
2020-04-29,79105.0,79584.85714285714
2020-04-30,83794.0,79495.14285714286
2020-05-01,88445.0,78765.14285714286
2020-05-02,78466.0,78127.57142857143
2020-05-03,74090.0,78661.0
2020-05-04,77195.0,79561.28571428571
2020-05-05,79778.0,80124.71428571429
2020-05-06,90730.0,81785.42857142857
2020-05-07,90238.0,82706.0
2020-05-08,91860.0,83193.85714285714
2020-05-09,84057.0,83992.57142857143
2020-05-10,75123.0,84140.14285714286
2020-05-11,76342.0,84018.28571428571
2020-05-12,85002.0,84764.57142857143
2020-05-13,84464.0,83869.42857142857
2020-05-14,95120.0,84566.85714285714
2020-05-15,96143.0,85178.71428571429
2020-05-16,94034.0,86604.0
2020-05-17,78450.0,87079.28571428571
2020-05-18,88861.0,88867.71428571429
2020-05-19,96702.0,90539.14285714286
2020-05-20,105273.0,93511.85714285714
2020-05-21,105710.0,95024.71428571429
2020-05-22,107476.0,96643.71428571429
2020-05-23,104037.0,98072.71428571429
2020-05-24,93581.0,100234.28571428571
2020-05-25,88459.0,100176.85714285714
2020-05-26,92943.0,99639.85714285714
2020-05-27,102435.0,99234.42857142857
